Time,Pressure,Temperature,Position,Flow,Speed,CycleCount,Health,Fault,Vibration
396,4.76,183.43,40,11.23,99.74,200,0,Air Leakage,0.92
397,5.26,183.46,30,9.51,92.49,200,0,Valve Sticking,3.32
398,5.02,183.55,20,11.09,101.59,200,0,Air Leakage,1.01
399,4.99,183.68,10,9.76,94.91,200,0,Valve Sticking,3.81
400,4.7,183.78,0,10.95,110.03,200,0,Air Leakage,1.14
401,5.21,184.42,10,9.79,106.25,201,0,Seal Wear,2.28
402,4.51,184.61,20,11.45,106.36,202,0,Air Leakage,0.95
403,5.79,185.91,30,10.26,111.01,203,0,Seal Wear,1.89
404,5.17,185.95,40,11.96,101.18,204,0,Air Leakage,0.99
405,4.93,185.98,50,10.46,88.74,205,0,Valve Sticking,3.55
406,5.32,187.36,60,9.55,114.95,206,0,Seal Wear,2.03
407,5.08,187.42,70,10.23,102.64,207,0,Valve Sticking,3.99
408,4.54,187.54,80,12.02,100.66,208,0,Air Leakage,0.86
409,5.37,187.56,90,10.45,91.42,209,0,Valve Sticking,3.07
410,5.5,188.75,100,10.24,114.66,210,0,Seal Wear,1.52
411,5.59,189.59,90,9.83,106.61,210,0,Seal Wear,2.36
412,4.99,189.68,80,11.69,109.45,210,0,Air Leakage,1.19
413,5.06,189.73,70,10.1,101.35,210,0,Valve Sticking,3.02
414,5.26,189.84,60,10.41,95.39,210,0,Valve Sticking,2.81
415,5.76,191.03,50,9.59,109.84,210,0,Seal Wear,1.62
416,5.39,191.78,40,10.33,115.15,210,0,Seal Wear,2.48
417,5.24,191.86,30,10.16,86.67,210,0,Valve Sticking,3.35
418,5.24,192.02,20,10.14,93.54,210,0,Valve Sticking,2.6
419,5.45,192.1,10,10.44,81.98,210,0,Valve Sticking,3.96
420,5.29,192.22,0,10.01,90.25,210,0,Valve Sticking,3.67
421,5.44,193.39,10,9.67,114.43,211,0,Seal Wear,1.6
422,5.19,193.47,20,9.72,97.03,212,0,Valve Sticking,2.72
423,5.23,193.63,30,9.58,95.9,213,0,Valve Sticking,2.95
424,5.26,193.79,40,11.96,104.26,214,0,Air Leakage,0.87
425,5.49,194.7,50,10.04,117.39,215,0,Seal Wear,2.49
426,5.15,194.87,60,9.51,86.55,216,0,Valve Sticking,3.58
427,5.51,196.15,70,10.4,111.85,217,0,Seal Wear,2.44
428,5.26,197.6,80,9.59,115.72,218,0,Seal Wear,2.05
429,4.4,197.61,90,11.42,108.56,219,0,Air Leakage,1.12
430,4.99,197.75,100,11.25,111.83,220,0,Air Leakage,1.18
431,5.04,197.89,90,10.41,91.79,220,0,Valve Sticking,3.39
432,5.72,199.02,80,9.89,110.2,220,0,Seal Wear,2.14
433,5.14,199.07,70,9.94,90.09,220,0,Valve Sticking,3.43
434,4.6,199.18,60,10.64,106.45,220,0,Air Leakage,1.12
435,4.59,199.38,50,11.15,102.67,220,0,Air Leakage,0.92
436,4.62,199.49,40,11.04,105.68,220,0,Air Leakage,1.05
437,4.42,199.64,30,11.47,107.95,220,0,Air Leakage,1.05
438,5.69,200.53,20,9.86,111.0,220,0,Seal Wear,1.55
439,5.0,200.55,10,11.65,108.69,220,0,Air Leakage,0.85
440,5.06,200.64,0,9.68,95.7,220,0,Valve Sticking,3.35
441,5.04,200.8,10,10.37,99.13,221,0,Valve Sticking,3.69
442,4.99,200.9,20,11.7,113.97,222,0,Air Leakage,0.83
443,5.07,200.92,30,9.73,100.19,223,0,Valve Sticking,3.47
444,4.84,201.07,40,11.74,102.61,224,0,Air Leakage,0.89
445,4.61,201.08,50,11.62,99.47,225,0,Air Leakage,1.12
446,4.79,201.19,60,11.96,110.55,226,0,Air Leakage,1.1
447,5.58,202.05,70,10.43,113.15,227,0,Seal Wear,2.11
448,5.15,202.19,80,10.23,86.89,228,0,Valve Sticking,3.2
449,5.07,202.31,90,9.58,90.52,229,0,Valve Sticking,3.14
450,5.24,202.51,100,9.81,90.12,230,0,Valve Sticking,3.16
451,5.45,203.81,90,10.17,113.73,230,0,Seal Wear,2.19
452,5.31,205.11,80,10.02,113.42,230,0,Seal Wear,1.62
453,5.78,206.63,70,10.04,115.88,230,0,Seal Wear,2.38
454,5.13,206.75,60,10.23,92.65,230,0,Valve Sticking,3.42
455,5.48,206.82,50,10.18,91.04,230,0,Valve Sticking,3.91
456,4.78,206.83,40,12.24,100.83,230,0,Air Leakage,1.16
457,4.95,206.88,30,10.5,88.36,230,0,Valve Sticking,3.82
458,5.22,207.71,20,10.27,109.73,230,0,Seal Wear,1.63
459,5.09,207.9,10,10.39,98.48,230,0,Valve Sticking,3.8
460,5.12,208.09,0,9.91,97.28,230,0,Valve Sticking,3.39
461,5.2,208.13,10,9.85,98.49,231,0,Valve Sticking,3.63
462,5.23,208.16,20,9.87,94.08,232,0,Valve Sticking,2.51
463,5.06,208.34,30,9.91,88.38,233,0,Valve Sticking,3.72
464,5.34,209.27,40,9.62,116.27,234,0,Seal Wear,2.47
465,4.97,209.33,50,11.39,108.04,235,0,Air Leakage,0.89
466,5.21,210.3,60,10.29,109.76,236,0,Seal Wear,1.62
467,5.62,211.19,70,9.66,108.98,237,0,Seal Wear,2.09
468,5.42,212.16,80,9.74,112.17,238,0,Seal Wear,1.86
469,5.25,212.2,90,11.54,108.87,239,0,Air Leakage,1.09
470,4.84,212.31,100,9.93,91.19,240,0,Valve Sticking,2.64
471,4.5,212.37,90,12.04,102.96,240,0,Air Leakage,0.81
472,5.53,213.58,80,9.6,112.39,240,0,Seal Wear,1.5
473,5.23,215.2,70,9.91,116.92,240,0,Seal Wear,2.08
474,5.42,216.24,60,9.58,110.64,240,0,Seal Wear,1.58
475,5.44,216.77,50,9.74,114.84,240,0,Seal Wear,2.07
476,5.48,218.45,40,10.42,114.08,240,0,Seal Wear,2.31
477,4.94,218.55,30,11.48,111.19,240,0,Air Leakage,1.05
478,4.81,218.55,20,11.27,104.71,240,0,Air Leakage,0.88
479,5.31,219.3,10,9.86,115.17,240,0,Seal Wear,1.52
480,5.25,219.4,0,9.65,87.24,240,0,Valve Sticking,3.88
481,5.26,219.43,10,10.37,85.68,241,0,Valve Sticking,2.61
482,5.34,219.53,20,10.32,98.98,242,0,Valve Sticking,3.09
483,4.99,219.68,30,9.67,94.45,243,0,Valve Sticking,3.93
484,4.65,219.72,40,12.26,103.82,244,0,Air Leakage,0.81
485,4.97,219.83,50,10.37,100.83,245,0,Valve Sticking,3.31
486,5.11,220.02,60,11.59,102.66,246,0,Air Leakage,1.19
487,5.28,220.1,70,10.48,95.0,247,0,Valve Sticking,3.1
488,5.41,220.29,80,9.59,83.08,248,0,Valve Sticking,3.59
489,5.23,220.29,90,10.79,100.44,249,0,Air Leakage,0.81
490,4.58,220.32,100,11.43,112.98,250,0,Air Leakage,0.93
491,5.44,221.1,90,10.23,110.71,250,0,Seal Wear,2.14
492,4.45,221.18,80,11.38,107.66,250,0,Air Leakage,1.04
493,4.28,221.28,70,12.03,100.91,250,0,Air Leakage,1.17
494,5.29,221.37,60,9.95,94.79,250,0,Valve Sticking,3.77
495,5.27,221.42,50,9.98,92.02,250,0,Valve Sticking,3.93
496,5.21,221.57,40,9.52,102.07,250,0,Valve Sticking,2.95
497,5.24,221.73,30,9.64,89.53,250,0,Valve Sticking,2.69
498,5.5,221.87,20,9.57,85.16,250,0,Valve Sticking,3.84
499,5.77,223.18,10,9.51,108.48,250,0,Seal Wear,2.44
500,5.16,223.29,0,10.2,82.08,250,0,Valve Sticking,2.62
501,5.77,224.1,10,10.1,107.68,251,0,Seal Wear,2.31
502,5.11,224.12,20,10.21,93.49,252,0,Valve Sticking,3.06
503,5.4,225.08,30,10.38,113.44,253,0,Seal Wear,1.85
504,4.61,225.16,40,11.65,108.52,254,0,Air Leakage,1.14
505,5.47,226.06,50,9.79,105.77,255,0,Seal Wear,1.57
506,4.75,226.26,60,11.06,105.18,256,0,Air Leakage,1.0
507,5.11,226.38,70,10.42,95.53,257,0,Valve Sticking,3.23
508,4.67,226.39,80,11.7,108.33,258,0,Air Leakage,0.97
509,4.92,226.49,90,12.16,102.3,259,0,Air Leakage,1.13
510,5.11,226.56,100,10.18,91.21,260,0,Valve Sticking,2.84
511,5.19,226.67,90,10.94,104.42,260,0,Air Leakage,0.96
512,4.82,226.69,80,10.86,103.83,260,0,Air Leakage,0.96
513,5.14,226.71,70,10.23,92.19,260,0,Valve Sticking,3.78
514,5.65,227.71,60,10.42,111.41,260,0,Seal Wear,2.34
515,4.88,227.71,50,9.91,92.96,260,0,Valve Sticking,3.07
516,4.8,227.81,40,11.97,103.73,260,0,Air Leakage,0.87
517,5.13,227.97,30,10.43,90.94,260,0,Valve Sticking,3.57
518,5.04,228.06,20,11.57,97.28,260,0,Air Leakage,1.03
519,4.66,228.23,10,11.47,105.79,260,0,Air Leakage,0.83
520,5.22,228.32,0,9.99,83.44,260,0,Valve Sticking,2.55
521,5.44,228.36,10,9.75,84.42,261,0,Valve Sticking,3.9
522,5.77,229.81,20,9.55,108.69,262,0,Seal Wear,2.23
523,5.15,229.82,30,10.47,85.66,263,0,Valve Sticking,2.79
524,4.74,229.83,40,11.66,105.62,264,0,Air Leakage,1.07
525,4.84,229.91,50,10.86,98.55,265,0,Air Leakage,0.9
526,5.15,229.97,60,11.89,105.58,266,0,Air Leakage,1.04
527,4.63,230.16,70,11.54,101.26,267,0,Air Leakage,0.94
528,5.66,230.91,80,9.86,108.8,268,0,Seal Wear,1.93
529,5.44,231.54,90,9.69,114.3,269,0,Seal Wear,2.02
530,5.09,231.67,100,10.02,86.89,270,0,Valve Sticking,3.09
531,4.76,231.74,90,11.21,100.48,270,0,Air Leakage,1.03
532,5.11,231.86,80,10.01,87.59,270,0,Valve Sticking,2.98
533,4.83,231.99,70,11.96,111.8,270,0,Air Leakage,0.99
534,5.1,232.16,60,10.0,97.44,270,0,Valve Sticking,2.82
535,5.25,233.48,50,9.63,112.48,270,0,Seal Wear,1.98
536,5.49,233.49,40,10.28,98.31,270,0,Valve Sticking,3.12
537,5.07,233.65,30,11.27,98.73,270,0,Air Leakage,1.1
538,5.51,234.51,20,10.05,106.34,270,0,Seal Wear,1.66
539,5.52,234.54,10,10.46,97.71,270,0,Valve Sticking,3.96
540,5.41,235.78,0,9.69,115.8,270,0,Seal Wear,2.08
541,5.41,236.48,10,9.62,111.58,271,0,Seal Wear,1.91
542,5.56,236.6,20,9.97,88.36,272,0,Valve Sticking,2.87
543,4.91,236.76,30,11.24,103.63,273,0,Air Leakage,0.84
544,5.55,238.35,40,10.09,109.48,274,0,Seal Wear,2.19
545,4.88,238.43,50,10.79,100.97,275,0,Air Leakage,1.19
546,5.18,238.56,60,9.78,85.41,276,0,Valve Sticking,2.57
547,5.36,239.72,70,10.34,114.07,277,0,Seal Wear,2.08
548,4.77,239.84,80,11.67,110.18,278,0,Air Leakage,1.18
549,4.79,239.85,90,11.59,103.06,279,0,Air Leakage,1.02
550,4.57,240.03,100,11.17,102.51,280,0,Air Leakage,0.85
551,5.3,240.07,90,9.54,82.01,280,0,Valve Sticking,3.94
552,4.82,240.19,80,11.74,106.46,280,0,Air Leakage,0.97
553,4.6,240.23,70,11.58,106.4,280,0,Air Leakage,0.96
554,5.3,240.31,60,10.44,96.89,280,0,Valve Sticking,2.96
555,5.79,240.96,50,9.58,112.48,280,0,Seal Wear,2.36
556,4.64,241.07,40,11.14,104.8,280,0,Air Leakage,0.82
557,4.9,241.25,30,10.13,91.44,280,0,Valve Sticking,3.86
558,5.55,242.03,20,10.12,106.9,280,0,Seal Wear,1.55
559,4.63,242.13,10,11.78,110.62,280,0,Air Leakage,0.99
560,5.76,243.6,0,10.29,114.61,280,0,Seal Wear,1.96
561,5.28,243.73,10,9.72,90.28,281,0,Valve Sticking,3.23
562,5.02,243.85,20,12.27,109.44,282,0,Air Leakage,0.82
563,5.31,244.61,30,9.5,116.83,283,0,Seal Wear,2.3
564,5.69,245.85,40,9.67,106.94,284,0,Seal Wear,1.57
565,5.19,245.88,50,11.81,99.19,285,0,Air Leakage,1.11
566,4.68,246.01,60,11.66,107.17,286,0,Air Leakage,0.89
567,5.74,247.38,70,10.17,109.33,287,0,Seal Wear,1.57
568,5.36,247.52,80,10.3,93.05,288,0,Valve Sticking,2.91
569,5.23,247.62,90,10.08,96.32,289,0,Valve Sticking,3.46
570,4.86,247.65,100,11.4,104.8,290,0,Air Leakage,1.01
571,5.28,248.78,90,10.1,115.71,290,0,Seal Wear,1.58
572,4.89,248.86,80,10.35,83.8,290,0,Valve Sticking,3.36
573,5.41,249.55,70,9.88,115.86,290,0,Seal Wear,2.49
574,4.83,249.63,60,11.99,111.07,290,0,Air Leakage,1.04
575,5.12,249.75,50,11.69,103.3,290,0,Air Leakage,0.88
576,4.43,249.83,40,11.89,100.63,290,0,Air Leakage,1.1
577,5.25,249.96,30,9.53,97.72,290,0,Valve Sticking,3.97
578,5.16,250.12,20,9.81,88.1,290,0,Valve Sticking,3.94
579,5.1,250.23,10,9.72,92.9,290,0,Valve Sticking,3.49
580,4.92,250.38,0,11.49,110.13,290,0,Air Leakage,1.08
581,5.65,251.65,10,9.59,113.24,291,0,Seal Wear,1.65
582,5.75,252.49,20,10.05,114.0,292,0,Seal Wear,1.56
583,4.77,252.5,30,11.62,108.44,293,0,Air Leakage,0.91
584,5.25,253.38,40,9.97,118.62,294,0,Seal Wear,1.79
585,5.1,253.44,50,11.54,109.92,295,0,Air Leakage,1.04
586,4.87,253.5,60,11.11,99.39,296,0,Air Leakage,1.05
587,4.51,253.55,70,12.26,106.3,297,0,Air Leakage,1.1
588,4.68,253.68,80,11.68,104.7,298,0,Air Leakage,0.92
589,5.0,253.84,90,11.46,102.86,299,0,Air Leakage,1.18
590,5.71,255.12,100,9.6,113.53,300,0,Seal Wear,1.68
591,5.44,256.73,90,9.8,113.71,300,0,Seal Wear,1.65
592,5.68,258.14,80,9.97,112.61,300,0,Seal Wear,1.57
593,5.78,259.48,70,9.83,111.88,300,0,Seal Wear,2.35
594,5.31,260.29,60,9.61,112.84,300,0,Seal Wear,2.15
595,5.47,260.94,50,9.74,106.79,300,0,Seal Wear,1.89
596,4.58,261.07,40,11.51,112.11,300,0,Air Leakage,0.83
597,5.2,261.17,30,10.26,93.35,300,0,Valve Sticking,3.86
598,5.79,262.18,20,9.91,113.52,300,0,Seal Wear,2.19
599,4.85,262.34,10,11.71,110.48,300,0,Air Leakage,0.94
600,5.14,262.51,0,11.36,102.67,300,0,Air Leakage,1.19
601,4.62,262.6,10,11.78,110.71,301,0,Air Leakage,0.86
602,5.22,263.97,20,10.42,111.4,302,0,Seal Wear,1.96
603,5.09,264.09,30,10.25,89.46,303,0,Valve Sticking,2.78
604,5.01,264.2,40,9.58,88.1,304,0,Valve Sticking,3.21
605,4.81,264.2,50,11.14,103.08,305,0,Air Leakage,0.8
606,4.49,264.24,60,11.2,109.3,306,0,Air Leakage,1.15
607,5.28,264.99,70,9.67,112.45,307,0,Seal Wear,1.62
608,4.4,265.01,80,11.8,95.25,308,0,Air Leakage,0.95
609,5.37,265.71,90,9.95,113.48,309,0,Seal Wear,2.25
610,5.39,265.74,100,10.33,95.34,310,0,Valve Sticking,3.53
611,4.53,265.89,90,11.1,101.72,310,0,Air Leakage,1.12
612,4.91,265.91,80,10.69,103.43,310,0,Air Leakage,1.1
613,5.15,265.92,70,9.99,91.26,310,0,Valve Sticking,3.51
614,4.43,266.05,60,11.44,99.06,310,0,Air Leakage,0.81
615,5.45,267.21,50,9.62,108.62,310,0,Seal Wear,2.17
616,4.88,267.29,40,10.16,91.52,310,0,Valve Sticking,3.21
617,5.19,267.42,30,10.24,93.79,310,0,Valve Sticking,3.37
618,5.0,267.59,20,9.83,87.84,310,0,Valve Sticking,3.95
619,5.29,267.74,10,9.77,88.29,310,0,Valve Sticking,2.68
620,5.48,268.49,0,10.36,115.1,310,0,Seal Wear,2.21
621,4.97,268.53,10,10.43,82.13,311,0,Valve Sticking,2.91
622,5.26,269.43,20,10.44,117.23,312,0,Seal Wear,2.07
623,5.17,269.56,30,9.59,96.06,313,0,Valve Sticking,2.84
624,5.52,270.93,40,9.75,115.85,314,0,Seal Wear,1.72
625,4.54,271.06,50,12.22,100.93,315,0,Air Leakage,1.17
626,4.37,271.11,60,11.48,111.85,316,0,Air Leakage,1.04
627,5.1,271.19,70,9.91,102.29,317,0,Valve Sticking,2.53
628,4.7,271.32,80,10.9,99.62,318,0,Air Leakage,0.96
629,4.83,271.39,90,11.6,105.44,319,0,Air Leakage,1.09
630,5.71,272.12,100,10.14,108.54,320,0,Seal Wear,2.4
631,5.51,273.59,90,9.92,118.0,320,0,Seal Wear,1.6
632,5.24,273.6,80,10.03,83.53,320,0,Valve Sticking,3.29
633,5.12,273.69,70,9.9,97.17,320,0,Valve Sticking,3.61
634,5.29,274.95,60,10.29,108.54,320,0,Seal Wear,1.91
635,4.85,275.05,50,12.1,105.13,320,0,Air Leakage,1.14
636,5.25,275.92,40,10.2,117.42,320,0,Seal Wear,1.59
637,4.8,275.98,30,11.16,100.16,320,0,Air Leakage,0.94
638,5.77,277.23,20,9.63,113.51,320,0,Seal Wear,1.81
639,5.0,277.42,10,9.98,84.29,320,0,Valve Sticking,2.6
640,5.71,278.19,0,10.2,117.58,320,0,Seal Wear,2.26
641,5.36,278.74,10,9.97,107.07,321,0,Seal Wear,2.44
642,4.81,278.82,20,11.2,111.4,322,0,Air Leakage,1.18
643,4.9,278.84,30,11.98,108.38,323,0,Air Leakage,1.15
644,5.12,279.03,40,10.22,91.31,324,0,Valve Sticking,3.59
645,4.31,279.1,50,11.71,106.43,325,0,Air Leakage,1.19
646,5.68,279.75,60,9.72,117.24,326,0,Seal Wear,2.06
647,4.51,279.91,70,11.66,104.16,327,0,Air Leakage,1.17
648,5.73,280.89,80,9.91,112.24,328,0,Seal Wear,2.49
649,5.34,281.66,90,9.53,116.94,329,0,Seal Wear,2.46
650,4.92,281.72,100,10.36,86.03,330,0,Valve Sticking,3.93
651,5.46,282.97,90,9.92,109.15,330,0,Seal Wear,1.61
652,4.46,283.0,80,11.31,104.81,330,0,Air Leakage,1.02
653,4.58,283.19,70,11.95,105.17,330,0,Air Leakage,1.03
654,5.31,283.33,60,10.39,95.73,330,0,Valve Sticking,3.21
655,5.37,283.48,50,10.13,94.57,330,0,Valve Sticking,3.83
656,5.14,283.6,40,9.6,90.62,330,0,Valve Sticking,3.06
657,5.71,285.05,30,10.0,117.85,330,0,Seal Wear,1.51
658,4.6,285.14,20,11.95,110.04,330,0,Air Leakage,1.09
659,5.26,285.32,10,11.77,103.47,330,0,Air Leakage,1.01
660,5.53,285.43,0,10.06,90.41,330,0,Valve Sticking,3.31
661,4.67,285.45,10,11.58,102.84,331,0,Air Leakage,1.13
662,5.27,285.46,20,10.36,94.57,332,0,Valve Sticking,3.9
663,5.0,285.56,30,9.86,94.81,333,0,Valve Sticking,3.15
664,4.8,285.63,40,11.24,107.12,334,0,Air Leakage,1.11
665,5.16,285.78,50,9.92,94.11,335,0,Valve Sticking,3.67
666,5.3,285.94,60,10.16,86.12,336,0,Valve Sticking,3.58
667,5.76,287.27,70,10.28,115.35,337,0,Seal Wear,1.73
668,5.33,288.49,80,9.6,114.69,338,0,Seal Wear,1.86
669,4.35,288.65,90,11.71,108.19,339,0,Air Leakage,0.95
670,5.33,289.35,100,9.76,111.19,340,0,Seal Wear,1.82
671,5.5,290.35,90,9.91,115.44,340,0,Seal Wear,1.56
672,4.78,290.37,80,11.66,108.14,340,0,Air Leakage,1.19
673,5.58,291.17,70,10.22,111.66,340,0,Seal Wear,2.29
674,5.08,291.19,60,10.33,89.42,340,0,Valve Sticking,3.57
675,4.81,291.26,50,11.47,106.9,340,0,Air Leakage,0.93
676,4.83,291.28,40,11.94,104.36,340,0,Air Leakage,0.83
677,4.96,291.47,30,10.17,95.33,340,0,Valve Sticking,2.56
678,4.86,291.49,20,9.7,102.92,340,0,Valve Sticking,3.15
679,5.47,292.51,10,10.31,110.27,340,0,Seal Wear,2.27
680,4.91,292.52,0,9.89,85.59,340,0,Valve Sticking,3.41
681,4.89,292.6,10,11.45,111.36,341,0,Air Leakage,0.9
682,5.34,293.69,20,10.42,112.45,342,0,Seal Wear,2.04
683,5.66,295.24,30,10.21,107.29,343,0,Seal Wear,1.86
684,5.17,295.26,40,10.15,89.36,344,0,Valve Sticking,3.43
685,4.46,295.36,50,11.25,105.59,345,0,Air Leakage,1.16
686,4.94,295.52,60,9.65,97.57,346,0,Valve Sticking,2.75
687,5.68,296.16,70,9.94,109.33,347,0,Seal Wear,2.16
688,4.73,296.23,80,11.07,112.52,348,0,Air Leakage,1.01
689,5.36,296.26,90,10.37,88.1,349,0,Valve Sticking,3.18
690,5.36,296.96,100,10.29,114.11,350,0,Seal Wear,2.38
691,4.8,297.14,90,11.6,106.01,350,0,Air Leakage,1.17
692,5.18,297.29,80,10.01,93.82,350,0,Valve Sticking,3.05
693,4.96,297.32,70,11.94,104.4,350,0,Air Leakage,0.89
694,4.68,297.4,60,11.6,101.63,350,0,Air Leakage,0.94
695,4.98,297.42,50,9.82,94.04,350,0,Valve Sticking,2.57
696,4.56,297.55,40,11.91,103.51,350,0,Air Leakage,0.8
697,5.6,298.11,30,9.65,112.07,350,0,Seal Wear,2.12
698,5.14,298.28,20,9.52,94.57,350,0,Valve Sticking,2.95
699,4.92,298.45,10,11.51,102.84,350,0,Air Leakage,0.85
700,4.48,298.5,0,11.32,98.88,350,0,Air Leakage,1.14
701,5.79,299.34,10,10.37,116.88,351,0,Seal Wear,2.0
702,5.16,299.48,20,12.08,101.12,352,0,Air Leakage,1.14
703,5.44,299.63,30,9.83,91.05,353,0,Valve Sticking,2.72
704,5.53,300.98,40,10.31,108.52,354,0,Seal Wear,2.13
705,4.94,301.14,50,11.79,111.6,355,0,Air Leakage,1.11
706,5.57,302.15,60,10.3,106.92,356,0,Seal Wear,1.5
707,4.67,302.25,70,11.7,99.86,357,0,Air Leakage,0.95
708,5.23,302.36,80,9.9,89.01,358,0,Valve Sticking,3.58
709,5.08,302.53,90,9.81,96.92,359,0,Valve Sticking,2.89
710,4.97,302.69,100,9.97,97.75,360,0,Valve Sticking,2.73
711,5.07,302.88,90,12.15,103.89,360,0,Air Leakage,0.91
712,4.34,302.93,80,11.18,108.11,360,0,Air Leakage,0.98
713,4.73,303.12,70,11.32,104.63,360,0,Air Leakage,0.91
714,5.29,304.3,60,9.95,113.8,360,0,Seal Wear,2.18
715,4.53,304.32,50,10.97,106.25,360,0,Air Leakage,1.05
716,5.31,305.17,40,10.03,111.58,360,0,Seal Wear,2.23
717,5.27,305.37,30,9.74,99.76,360,0,Valve Sticking,3.18
718,5.32,305.42,20,9.58,93.84,360,0,Valve Sticking,3.31
719,4.85,305.51,10,10.81,105.25,360,0,Air Leakage,0.92
720,4.95,305.7,0,10.02,90.15,360,0,Valve Sticking,3.42
721,5.3,306.81,10,10.17,112.92,361,0,Seal Wear,1.85
722,4.86,306.88,20,11.59,106.78,362,0,Air Leakage,1.15
723,5.07,306.88,30,10.02,94.83,363,0,Valve Sticking,2.67
724,5.31,307.08,40,9.59,85.34,364,0,Valve Sticking,3.26
725,5.55,307.96,50,10.47,116.38,365,0,Seal Wear,1.88
726,5.31,308.78,60,9.51,106.92,366,0,Seal Wear,1.59
727,5.3,309.54,70,10.26,108.27,367,0,Seal Wear,2.27
728,5.32,310.27,80,9.73,110.35,368,0,Seal Wear,1.53
729,4.88,310.4,90,9.67,85.49,369,0,Valve Sticking,3.49
730,4.75,310.57,100,11.62,103.35,370,0,Air Leakage,1.11
731,5.25,310.67,90,9.96,95.15,370,0,Valve Sticking,3.12
732,5.18,310.68,80,10.21,92.47,370,0,Valve Sticking,3.03
733,5.16,310.88,70,10.4,88.21,370,0,Valve Sticking,3.61
734,5.65,312.29,60,9.83,114.38,370,0,Seal Wear,2.13
735,5.21,312.35,50,9.95,89.99,370,0,Valve Sticking,3.87
736,5.21,313.93,40,10.43,109.41,370,0,Seal Wear,1.79
737,5.43,314.95,30,9.84,114.69,370,0,Seal Wear,2.08
738,5.21,315.05,20,9.66,92.43,370,0,Valve Sticking,3.97
739,5.21,315.15,10,10.19,97.11,370,0,Valve Sticking,2.67
740,4.85,315.19,0,10.99,103.17,370,0,Air Leakage,1.09
741,4.48,315.22,10,11.44,104.32,371,0,Air Leakage,0.99
742,4.41,315.33,20,10.64,100.99,372,0,Air Leakage,0.93
743,5.03,315.42,30,10.47,90.9,373,0,Valve Sticking,3.42
744,4.79,315.58,40,9.6,95.86,374,0,Valve Sticking,2.63
745,4.89,315.61,50,10.2,89.61,375,0,Valve Sticking,2.73
746,5.34,315.64,60,9.72,96.72,376,0,Valve Sticking,2.77
747,5.67,316.68,70,9.97,116.78,377,0,Seal Wear,1.62
748,4.73,316.84,80,11.3,105.72,378,0,Air Leakage,1.15
749,5.36,317.47,90,9.79,111.34,379,0,Seal Wear,1.87
750,5.79,318.55,100,10.1,110.55,380,0,Seal Wear,2.36
751,5.68,319.15,90,10.13,108.46,380,0,Seal Wear,2.22
752,5.27,320.16,80,9.95,108.77,380,0,Seal Wear,2.01
753,4.56,320.36,70,11.74,101.31,380,0,Air Leakage,0.85
754,4.76,320.37,60,11.05,108.16,380,0,Air Leakage,1.12
755,5.55,320.57,50,10.23,91.51,380,0,Valve Sticking,2.66
756,5.79,321.76,40,10.25,118.3,380,0,Seal Wear,1.73
757,5.43,323.25,30,9.7,116.72,380,0,Seal Wear,2.46
758,5.38,324.8,20,10.09,117.42,380,0,Seal Wear,1.51
759,5.0,324.98,10,11.99,103.03,380,0,Air Leakage,1.13
760,5.16,325.14,0,9.82,91.45,380,0,Valve Sticking,3.07
761,4.64,325.3,10,11.88,109.03,381,0,Air Leakage,0.83
762,5.04,325.48,20,10.5,100.07,382,0,Valve Sticking,3.37
763,4.41,325.66,30,11.26,99.47,383,0,Air Leakage,1.04
764,5.34,327.09,40,10.23,108.95,384,0,Seal Wear,1.83
765,5.7,327.63,50,10.19,112.54,385,0,Seal Wear,1.74
766,5.49,328.72,60,10.22,112.49,386,0,Seal Wear,2.4
767,5.66,330.01,70,9.7,112.3,387,0,Seal Wear,2.39
768,5.64,330.78,80,9.55,115.92,388,0,Seal Wear,2.38
769,4.96,330.83,90,9.8,86.8,389,0,Valve Sticking,3.86
770,5.07,330.99,100,9.68,96.97,390,0,Valve Sticking,3.06
771,5.57,331.84,90,9.81,112.47,390,0,Seal Wear,1.89
772,5.19,331.97,80,9.75,90.02,390,0,Valve Sticking,3.74
773,5.48,333.26,70,10.34,106.6,390,0,Seal Wear,1.73
774,4.49,333.31,60,11.73,104.75,390,0,Air Leakage,0.81
775,5.15,333.37,50,9.81,99.21,390,0,Valve Sticking,3.55
776,5.26,334.45,40,10.13,109.11,390,0,Seal Wear,2.1
777,5.21,335.71,30,10.16,114.87,390,0,Seal Wear,1.53
778,5.69,337.25,20,10.06,118.94,390,0,Seal Wear,1.98
779,5.15,337.28,10,11.76,113.86,390,0,Air Leakage,1.02
780,4.61,337.31,0,11.11,99.96,390,0,Air Leakage,0.91
781,5.23,337.31,10,10.99,107.78,391,0,Air Leakage,0.89
782,5.38,338.08,20,10.17,116.56,392,0,Seal Wear,1.92
783,4.81,338.27,30,11.1,107.44,393,0,Air Leakage,0.99
784,4.57,338.3,40,10.98,106.88,394,0,Air Leakage,1.18
785,5.22,338.46,50,10.1,87.95,395,0,Valve Sticking,3.92
786,4.79,338.5,60,11.2,102.33,396,0,Air Leakage,0.85
787,5.45,339.82,70,9.63,115.15,397,0,Seal Wear,1.81
788,4.56,339.94,80,11.67,102.71,398,0,Air Leakage,0.93
789,5.28,340.11,90,10.37,89.1,399,0,Valve Sticking,2.52
